cluster_id,city_name,ds,order_count,centroid_lat,centroid_lon,unique_aois,unique_types,earliest_receipt,latest_receipt,assigned_courier,assignment_dist_km
489,Chongqing,323,1,29.71522858984541,101.15615035519578,1,1,1900-03-23 08:56:00,1900-03-23 08:56:00,408ebe95c02200b773575d25e368677a,25.5566
385,Chongqing,323,1,29.646902368830407,100.90762861000022,1,1,1900-03-23 08:56:00,1900-03-23 08:56:00,0a6979adf40c4b6b1946beb136e66277,27.8683
278,Chongqing,323,35,29.882103796829227,100.91226031166084,10,4,1900-03-23 08:57:00,1900-03-23 09:59:00,3dd5617712f7d2d51de0d2d554af30d3,8.2561
380,Chongqing,323,2,29.90591248652112,101.00460064674868,2,2,1900-03-23 08:57:00,1900-03-23 09:05:00,559cfef83ae4a17c1fa7a198626ed061,17.2576
485,Chongqing,323,1,29.682301608145618,101.04588810931679,1,1,1900-03-23 08:58:00,1900-03-23 08:58:00,0a6979adf40c4b6b1946beb136e66277,31.1105
477,Chongqing,323,1,29.904700712947115,101.02069500883287,1,1,1900-03-23 08:58:00,1900-03-23 08:58:00,559cfef83ae4a17c1fa7a198626ed061,18.7851
405,Chongqing,323,3,29.8035444995427,101.1002050439864,3,2,1900-03-23 08:59:00,1900-03-23 09:00:00,306a45e4b63a868d92a3063c4482c223,27.9743
281,Chongqing,323,13,30.15731147089071,101.70630813544062,4,2,1900-03-23 09:00:00,1900-03-23 14:36:00,0c032cafea40c06fa6337701caf35607,4.0598
372,Chongqing,323,7,29.585541915309815,100.89898633710007,6,4,1900-03-23 09:01:00,1900-03-23 09:01:00,3e28dc3085daa62cd478db287cf0f504,34.2933
354,Chongqing,323,1,29.612835615001472,101.00457850869905,1,1,1900-03-23 09:01:00,1900-03-23 09:01:00,0a6979adf40c4b6b1946beb136e66277,35.0352
345,Chongqing,323,3,29.767297152329835,101.4403487972689,3,2,1900-03-23 09:02:00,1900-03-23 09:03:00,472762b6965db28d26349dd8dba94a64,4.834
450,Chongqing,323,1,29.741851287580513,101.28965755319095,1,1,1900-03-23 09:02:00,1900-03-23 09:02:00,408ebe95c02200b773575d25e368677a,12.588
365,Chongqing,323,3,30.149509430522013,101.68857044890281,3,2,1900-03-23 09:03:00,1900-03-23 14:36:00,736c911f8e157e3f6ea7acd880d010d6,4.1281
480,Chongqing,323,1,29.789981974375554,101.41265655695958,1,1,1900-03-23 09:04:00,1900-03-23 09:04:00,472762b6965db28d26349dd8dba94a64,1.1593
260,Chongqing,323,158,30.057302823119958,101.32572548015791,82,8,1900-03-23 09:08:00,1900-03-23 13:32:00,c248d6f6713d46a54aec8fbe384f6385,2.1448
314,Chongqing,323,18,30.048757833588283,101.44219527459396,7,2,1900-03-23 09:11:00,1900-03-23 14:57:00,f1bc1b30aaf0a5497e7aac2a161ecde7,2.3503
469,Chongqing,323,2,29.58870589342348,101.52016630533402,2,1,1900-03-23 09:11:00,1900-03-23 09:11:00,472762b6965db28d26349dd8dba94a64,25.7418
296,Chongqing,323,1,29.387343722299544,101.68281455599787,1,1,1900-03-23 09:11:00,1900-03-23 09:11:00,472762b6965db28d26349dd8dba94a64,52.9394
440,Chongqing,323,2,29.46983716157036,101.4797569854014,1,1,1900-03-23 09:12:00,1900-03-23 09:12:00,408ebe95c02200b773575d25e368677a,37.1063
313,Chongqing,323,1,30.021829564041752,101.32751361806574,1,1,1900-03-23 09:16:00,1900-03-23 09:16:00,49d53f6839696411b4596c5e7b93821c,3.2348
321,Chongqing,323,5,29.860921224072616,100.86983748340432,3,2,1900-03-23 09:23:00,1900-03-23 09:25:00,306a45e4b63a868d92a3063c4482c223,5.0978
347,Chongqing,323,2,30.026605556977614,101.34739358663738,2,1,1900-03-23 09:24:00,1900-03-23 10:40:00,8a55c8523d0744699b5fe9f7305ee9a3,4.3371
431,Chongqing,323,2,29.837454643853306,100.88286351180918,2,1,1900-03-23 09:25:00,1900-03-23 09:25:00,0a6979adf40c4b6b1946beb136e66277,7.762
478,Chongqing,323,2,29.848831307306934,100.99176795731063,2,2,1900-03-23 09:25:00,1900-03-23 09:25:00,306a45e4b63a868d92a3063c4482c223,16.4788
483,Chongqing,323,1,29.828592478970247,100.86940357763149,1,1,1900-03-23 09:25:00,1900-03-23 09:25:00,0a6979adf40c4b6b1946beb136e66277,7.7344
468,Chongqing,323,1,29.84252349536898,100.99882261579408,1,1,1900-03-23 09:25:00,1900-03-23 09:25:00,306a45e4b63a868d92a3063c4482c223,17.3265
329,Chongqing,323,3,29.831472636602143,100.94523869654573,1,1,1900-03-23 09:27:00,1900-03-23 09:27:00,306a45e4b63a868d92a3063c4482c223,13.0126
403,Chongqing,323,2,29.91644534951812,101.11565986241453,2,2,1900-03-23 09:34:00,1900-03-23 09:37:00,5a20f5a115ad4b8e6792455c5038f090,23.417
297,Chongqing,323,8,30.184274800973956,101.32771655018736,5,3,1900-03-23 09:56:00,1900-03-23 09:57:00,9d98b2f5df1c8d19e1f7a207aeffbff2,15.5327
428,Chongqing,323,2,30.200614808499118,101.32348449303225,1,1,1900-03-23 09:56:00,1900-03-23 09:57:00,1fb95a0551837ba2ac554f52d8eecf59,17.2977
476,Chongqing,323,1,30.187521202610238,101.34498791857712,1,1,1900-03-23 09:57:00,1900-03-23 09:57:00,1fb95a0551837ba2ac554f52d8eecf59,16.1746
435,Chongqing,323,2,29.86876579864045,100.49416363632865,2,1,1900-03-23 10:00:00,1900-03-23 10:00:00,653211ab6c507f0fddbe945d9d71f738,32.1217
436,Chongqing,323,2,29.875652708840335,100.59157843406983,2,2,1900-03-23 10:00:00,1900-03-23 10:00:00,d3792781822fd5c7e3ac724cbdc834ec,22.7018
343,Chongqing,323,2,31.109931045695838,104.46020998702862,2,2,1900-03-23 10:07:00,1900-03-23 10:11:00,78e84778ecb69efeceb041cc6199de92,3.4938
344,Chongqing,323,1,31.101102910497623,104.46665953882213,1,1,1900-03-23 10:09:00,1900-03-23 10:09:00,78e84778ecb69efeceb041cc6199de92,2.6228
484,Chongqing,323,1,30.126072904109865,101.3001214713181,1,1,1900-03-23 10:11:00,1900-03-23 10:11:00,4aa820b9ab5592be6354da7553bc2a18,8.9736
488,Chongqing,323,1,30.259192849690233,101.46413490170939,1,1,1900-03-23 10:26:00,1900-03-23 10:26:00,d773d897a74c348d6b1bbc076b047581,11.1465
371,Chongqing,323,2,30.271560918676233,101.4314812784987,2,1,1900-03-23 10:27:00,1900-03-23 10:27:00,cc3304243bf2bf400ac9a3d10ac85319,14.5071
446,Chongqing,323,1,30.10927629635024,101.95626374508178,1,1,1900-03-23 10:32:00,1900-03-23 10:32:00,7addad574b504a9e5523d76b7dcf7b98,4.7284
305,Chongqing,323,25,29.969959057453934,101.34537341581476,17,4,1900-03-23 10:33:00,1900-03-23 15:14:00,25bf57c4105131581cce860297a17cc3,9.1399
451,Chongqing,323,1,29.94572609943194,101.30751557989598,1,1,1900-03-23 10:33:00,1900-03-23 10:33:00,1e888016a3c7d924151901c9346006f0,11.0969
303,Chongqing,323,8,29.927502458977607,101.22043556165913,6,5,1900-03-23 10:35:00,1900-03-23 14:45:00,a8514e8edc40a07eaf52f81c4d5012e3,15.5888
406,Chongqing,323,4,29.996420776647597,101.29034752240452,2,1,1900-03-23 10:36:00,1900-03-23 10:36:00,d85efdb98c9530f7b1e67d20d2d2db97,5.7142
449,Chongqing,323,2,30.032354145607876,101.28185020101986,2,1,1900-03-23 10:41:00,1900-03-23 10:41:00,b031da2812272bd4b204b4b55b896a06,2.8951
304,Chongqing,323,2,30.04427862180276,101.23957390556808,2,1,1900-03-23 10:41:00,1900-03-23 10:41:00,5a20f5a115ad4b8e6792455c5038f090,6.5625
430,Chongqing,323,1,29.963919158637818,101.19589553363943,1,1,1900-03-23 10:41:00,1900-03-23 10:41:00,5a20f5a115ad4b8e6792455c5038f090,14.0849
284,Chongqing,323,28,29.916170677696336,100.83388571247522,2,2,1900-03-23 10:58:00,1900-03-23 11:03:00,e380d77f46b96e3b316123b60b78e26e,3.2534
327,Chongqing,323,5,30.232966431452333,101.59457524189516,3,2,1900-03-23 13:19:00,1900-03-23 16:12:00,b8245bb144fb7f4d27927da6eaeb6a12,1.7644
455,Chongqing,323,1,30.250516594045845,101.77442180538492,1,1,1900-03-23 13:35:00,1900-03-23 13:35:00,e57ddb41166531c540bd2c69a1271703,11.5667
444,Chongqing,323,1,30.23485660590319,101.78240626195308,1,1,1900-03-23 13:35:00,1900-03-23 13:35:00,e57ddb41166531c540bd2c69a1271703,11.2402
378,Chongqing,323,1,30.192343214308885,101.5013858598942,1,1,1900-03-23 14:02:00,1900-03-23 14:02:00,d773d897a74c348d6b1bbc076b047581,9.1098
359,Chongqing,323,1,30.19526909699572,101.52432087931543,1,1,1900-03-23 14:02:00,1900-03-23 14:02:00,d773d897a74c348d6b1bbc076b047581,7.2089
348,Chongqing,323,1,30.20808530690436,101.52315494203464,1,1,1900-03-23 14:03:00,1900-03-23 14:03:00,cc3304243bf2bf400ac9a3d10ac85319,6.3931
287,Chongqing,323,7,30.292586307468948,101.6870207854284,2,1,1900-03-23 14:17:00,1900-03-23 19:49:00,dd1ee18ae3952bd0a314da754ffdcabe,11.872
377,Chongqing,323,1,30.261733556250448,101.66787875184453,1,1,1900-03-23 14:17:00,1900-03-23 14:17:00,a38659e1ada1d4d6beb5a5c554a4bd9f,8.5027
293,Chongqing,323,3,30.067523821574778,101.61222861463027,3,1,1900-03-23 14:29:00,1900-03-23 17:57:00,0b521ab63109caf07d0b15d14a284c92,4.7582
474,Chongqing,323,1,30.08392370074388,101.60694008055094,1,1,1900-03-23 14:29:00,1900-03-23 14:29:00,a8a93b172583e97717f36f5e665a05e5,5.1424
479,Chongqing,323,1,30.160454856823208,101.55696712317625,1,1,1900-03-23 14:38:00,1900-03-23 14:38:00,d05bba66ca719d5b9a2a084137083f98,8.1425
295,Chongqing,323,1,30.187051186169953,101.57253755141915,1,1,1900-03-23 14:38:00,1900-03-23 14:38:00,e9ac2a17996d45d2e1e334136b1345b1,5.9531
418,Chongqing,323,6,30.063591626502575,101.41508190328618,1,1,1900-03-23 14:41:00,1900-03-23 14:44:00,f1bc1b30aaf0a5497e7aac2a161ecde7,2.975
415,Chongqing,323,1,29.885115925222053,101.27423471194564,1,1,1900-03-23 14:45:00,1900-03-23 14:45:00,2b7f1828c5a2f90e4985ed3633d173a1,15.8692
353,Chongqing,323,1,30.10314503854067,101.52880752404133,1,1,1900-03-23 14:47:00,1900-03-23 14:47:00,802857a3cf908ba8ca082fb2ec6df75e,2.779
328,Chongqing,323,1,30.068694954540096,101.56233928988753,1,1,1900-03-23 14:47:00,1900-03-23 14:47:00,802857a3cf908ba8ca082fb2ec6df75e,7.2929
460,Chongqing,323,1,30.145677102309094,101.98622390558698,1,1,1900-03-23 14:48:00,1900-03-23 14:48:00,4cd11910ae2cc41a0fb1d94fb5d366e3,6.914
426,Chongqing,323,2,30.04040169772992,101.4615299912024,1,1,1900-03-23 14:56:00,1900-03-23 14:57:00,194aacf289e73a1c90753432c2d3d7fe,3.615
267,Chongqing,323,2,30.320925745370182,101.83822366443124,1,1,1900-03-23 16:05:00,1900-03-23 16:23:00,35ffd2e19d4b053162ed9e0a1de4b0aa,17.3112
355,Chongqing,323,1,30.232211999405866,101.70174996778512,1,1,1900-03-23 16:05:00,1900-03-23 16:05:00,e57ddb41166531c540bd2c69a1271703,5.55
395,Chongqing,323,1,30.30944985451139,101.82507366294843,1,1,1900-03-23 16:20:00,1900-03-23 16:20:00,84bb951077cb63fbc79ffc5d46992d5d,17.0058
360,Chongqing,323,3,30.22999749564725,101.7375250559943,3,2,1900-03-23 16:26:00,1900-03-23 16:27:00,dab50f701c56bbd2d91f58d3d1538bee,7.3806
394,Chongqing,323,3,30.240554786019107,101.75189019042371,1,1,1900-03-23 16:27:00,1900-03-23 16:28:00,e57ddb41166531c540bd2c69a1271703,9.1941
381,Chongqing,323,1,30.23832890820928,101.7643563721512,1,1,1900-03-23 16:27:00,1900-03-23 16:27:00,dab50f701c56bbd2d91f58d3d1538bee,9.976
300,Chongqing,323,4,30.27699928824597,101.66421490463003,3,2,1900-03-23 18:40:00,1900-03-23 18:42:00,748ad3535b3bd972835d083fa9596941,9.1949
454,Chongqing,323,1,30.05958772657864,101.50554781322546,1,1,1900-03-23 19:33:00,1900-03-23 19:33:00,86e0c408ce9b05953ff156ff233cdfa6,5.2049
661,Chongqing,324,1,30.363840601548805,102.55576212918095,1,1,1900-03-24 07:05:00,1900-03-24 07:05:00,1310cb892000bae1878940563d247563,8.6297
370,Chongqing,324,1,30.32331557861707,102.51706481842007,1,1,1900-03-24 07:05:00,1900-03-24 07:05:00,bc8cedccfcdf7d2ce7f3c3e558b43159,10.4934
266,Chongqing,324,106,30.29302672215602,102.58698457621438,52,7,1900-03-24 07:09:00,1900-03-24 13:48:00,cd03d98e01dcafb21b431997268e1fdd,4.4881
252,Chongqing,324,1438,30.041438181561645,101.71708472894606,526,14,1900-03-24 07:26:00,1900-03-30 10:41:00,f4a5621f4445f007f7b3b3b9b7a47937,1.0595
253,Chongqing,324,2491,30.108532093211537,101.81670731687747,814,13,1900-03-24 07:31:00,1900-03-25 07:22:00,ba435567d8b669ceae2eec813ec00475,3.8184
294,Chongqing,324,5,30.19269011379966,101.74639798628776,2,1,1900-03-24 07:32:00,1900-03-24 07:37:00,6af00e2572db4d64c81c46e5d35fd315,6.4191
542,Chongqing,324,1,30.304419938502264,102.59181763268552,1,1,1900-03-24 07:33:00,1900-03-24 07:33:00,1310cb892000bae1878940563d247563,3.4788
322,Chongqing,324,7,30.268090240436557,102.58150130155586,7,3,1900-03-24 07:35:00,1900-03-24 12:39:00,bc8cedccfcdf7d2ce7f3c3e558b43159,6.7605
342,Chongqing,324,6,30.264560192311162,102.48747854497533,6,2,1900-03-24 07:35:00,1900-03-24 07:35:00,1310cb892000bae1878940563d247563,14.4287
292,Chongqing,324,3,30.362427827583975,102.62555110076171,2,1,1900-03-24 07:35:00,1900-03-24 07:35:00,e3607fe2bc3ab1cafba2056c0a792c33,5.2495
373,Chongqing,324,2,30.2464387911701,102.47666287783727,2,1,1900-03-24 07:35:00,1900-03-24 07:35:00,1310cb892000bae1878940563d247563,16.2373
349,Chongqing,324,2,30.239168741650488,102.4996643114074,2,2,1900-03-24 07:35:00,1900-03-24 07:35:00,bc8cedccfcdf7d2ce7f3c3e558b43159,14.7869
514,Chongqing,324,1,30.28261675775681,102.49008591526558,1,1,1900-03-24 07:35:00,1900-03-24 07:35:00,1310cb892000bae1878940563d247563,13.5272
433,Chongqing,324,1,30.365297042470072,102.61575624369011,1,1,1900-03-24 07:35:00,1900-03-24 07:35:00,e3607fe2bc3ab1cafba2056c0a792c33,5.6559
432,Chongqing,324,1,30.24889353756239,102.45329247677324,1,1,1900-03-24 07:35:00,1900-03-24 07:35:00,bc8cedccfcdf7d2ce7f3c3e558b43159,18.1484
412,Chongqing,324,1,30.276022698126507,102.46628013255875,1,1,1900-03-24 07:35:00,1900-03-24 07:35:00,1310cb892000bae1878940563d247563,15.9264
411,Chongqing,324,1,30.251214526803434,102.48393153746726,1,1,1900-03-24 07:35:00,1900-03-24 07:35:00,bc8cedccfcdf7d2ce7f3c3e558b43159,15.3852
286,Chongqing,324,37,30.17211265925199,101.74629212253329,9,2,1900-03-24 07:38:00,1900-03-24 15:12:00,043e06b8c6e57db82ccedeb8b6682fa6,6.5187
340,Chongqing,324,8,30.270644571389766,101.80335992593201,3,1,1900-03-24 07:38:00,1900-03-24 07:44:00,1eb00eb4148c6def2935674f664ec8e5,14.6717
332,Chongqing,324,2,30.262561549939875,101.78090087457792,1,1,1900-03-24 07:38:00,1900-03-24 07:39:00,f84b283cef704e1d131b1cded0d94f42,12.9021
279,Chongqing,324,11,30.096144928029478,101.8161433078959,1,1,1900-03-24 07:41:00,1900-03-24 15:36:00,a5882476f912a7aae5b6ada0f47fd7d4,3.3758
334,Chongqing,324,1,30.187148430536826,101.74130328313191,1,1,1900-03-24 07:41:00,1900-03-24 07:41:00,c5993ab6cbb9d9c2ac9f4f8afef3a5cb,5.8969
375,Chongqing,324,3,30.21114198540451,101.71906192259921,1,1,1900-03-24 07:44:00,1900-03-24 14:30:00,c5993ab6cbb9d9c2ac9f4f8afef3a5cb,4.6829
427,Chongqing,324,1,31.013479257108635,103.23653667283786,1,1,1900-03-24 07:44:00,1900-03-24 07:44:00,61eba8b9aee9d566d0fbe196ac9cbea4,33.404
660,Chongqing,324,1,30.215455717430924,101.70179424388441,1,1,1900-03-24 07:46:00,1900-03-24 07:46:00,f84b283cef704e1d131b1cded0d94f42,3.8897
268,Chongqing,324,201,29.90249010745809,101.77096826964197,71,4,1900-03-24 07:48:00,1900-03-24 20:21:00,c5ecc869374c9ab90f4ca9c8e2150cc0,2.7751
497,Chongqing,324,2,29.850528012077778,101.92743262510794,1,1,1900-03-24 07:52:00,1900-03-24 07:56:00,0fafba581bfa541cc16090cbcf5ddc51,14.8431
259,Chongqing,324,194,30.04626520839325,101.84288125141669,100,8,1900-03-24 07:54:00,1900-03-26 12:02:00,2ab12ace0b9fd6aa6a8ae79f7639f049,1.0247
445,Chongqing,324,11,29.87335691109174,101.90708239069403,3,2,1900-03-24 07:55:00,1900-03-24 15:30:00,f2b2058e3143df5050949df07e6724b4,12.5514
263,Chongqing,324,188,30.075463533356558,101.87682943985217,49,5,1900-03-24 07:56:00,1900-03-24 15:37:00,fa2106dcf9133e9d57a4d64e45eb7624,0.9716
482,Chongqing,324,2,29.86890658176356,101.87885436486022,1,1,1900-03-24 07:57:00,1900-03-24 15:28:00,5d236b14f0a4e837cba767f132e25896,13.6742
254,Chongqing,324,188,30.126638847651524,101.71749828546227,48,6,1900-03-24 07:58:00,1900-03-24 16:52:00,78462a2eda835f880edd701d05f7639f,2.0375
434,Chongqing,324,2,29.86631220686288,101.95375476612321,1,1,1900-03-24 07:58:00,1900-03-24 15:27:00,c58500a4fcae45f58f0198ea78557975,13.2251
320,Chongqing,324,16,30.230176990764047,101.8187504825216,3,2,1900-03-24 07:59:00,1900-03-24 15:29:00,41e0823a316e6bbd6281cbe2a9592ab0,10.005
283,Chongqing,324,108,31.077084614636366,104.4994573326647,70,8,1900-03-24 08:00:00,1900-03-24 11:00:00,bf78244890b8153d54e3905eb5e6ce95,3.8889
424,Chongqing,324,2,31.121856271104498,104.49334326798142,1,1,1900-03-24 08:00:00,1900-03-24 08:41:00,3ce1d4b9440df5d0ad24ef0b6d8bb5cb,5.8401
257,Chongqing,324,815,29.992918851612597,101.81133883666973,250,7,1900-03-24 08:02:00,1900-03-24 17:36:00,0652eddce3be2648ba29e2055670fad3,1.628
271,Chongqing,324,36,29.93584626238933,101.45299167342954,10,4,1900-03-24 08:03:00,1900-03-24 09:46:00,7b078de5b811a920311fca540806738c,14.8988
301,Chongqing,324,34,29.940195836257573,101.40526722325514,13,2,1900-03-24 08:03:00,1900-03-24 11:49:00,86e0c408ce9b05953ff156ff233cdfa6,14.9049
272,Chongqing,324,243,30.253066720737447,101.59980118208159,85,5,1900-03-24 08:04:00,1900-03-26 14:33:00,49237f8d8c09cc25448b39ea8e353cb6,2.4895
262,Chongqing,324,205,30.001126144956732,101.93783041706084,38,3,1900-03-24 08:05:00,1900-03-25 08:26:00,45544594e859b1d13e8c0c96d1878f46,1.947
290,Chongqing,324,12,29.814727170278605,101.34554505949292,10,3,1900-03-24 08:06:00,1900-03-24 08:13:00,b9f129b82dbfac02c63b3a01afb9d9dd,5.9341
256,Chongqing,324,39,29.969741180685205,101.91791988625863,11,3,1900-03-24 08:07:00,1900-03-24 16:39:00,e5e274ef05b2e4d92f8b069cb9f65d0a,2.1632
291,Chongqing,324,11,29.80743123221389,101.3111180443365,8,2,1900-03-24 08:07:00,1900-03-24 08:08:00,408ebe95c02200b773575d25e368677a,8.993
487,Chongqing,324,1,29.78188824261713,101.31662169764564,1,1,1900-03-24 08:08:00,1900-03-24 08:08:00,f480b5b9f73916006f932e54a354e3ea,8.5596
312,Chongqing,324,9,30.214554766770902,101.5421280704991,6,3,1900-03-24 08:10:00,1900-03-24 13:59:00,21a7d6366b1cde995493645b75b65a3b,4.5067
258,Chongqing,324,459,30.089545690459367,101.48080499777721,120,7,1900-03-24 08:13:00,1900-03-29 19:11:00,d05bba66ca719d5b9a2a084137083f98,2.6064
276,Chongqing,324,11,30.098386564218092,101.95112235076671,6,3,1900-03-24 08:15:00,1900-03-24 14:43:00,c3df6563e009d55b3363ecfacf042dff,5.1664
285,Chongqing,324,7,30.060858653867097,101.54804443498075,1,1,1900-03-24 08:17:00,1900-03-27 12:38:00,ed24c90dfb4b051d177e527cbbae1574,6.8291
575,Chongqing,324,1,30.11396025065727,101.96659483491116,1,1,1900-03-24 08:17:00,1900-03-24 08:17:00,5d7f5d2c896c5a1ed87726d84e3fdbb9,5.3522
261,Chongqing,324,14,30.086096350729758,101.56483456433918,4,2,1900-03-24 08:18:00,1900-03-24 14:36:00,9f0e8526b7649da3d098d7bcfb833fa4,6.6203
425,Chongqing,324,11,30.146348354652925,101.54623754845343,1,1,1900-03-24 08:18:00,1900-03-24 14:21:00,4ad0c3854659078bd05d720647118cbd,6.2993
299,Chongqing,324,3,30.164912105617443,101.56355442283412,2,2,1900-03-24 08:18:00,1900-03-24 08:19:00,7bda80566cdc50492c553b56f072689c,8.5086
593,Chongqing,324,1,29.98971036918295,101.96646200661337,1,1,1900-03-24 08:18:00,1900-03-24 08:18:00,4e4aec79171c394c27aa361b0d1f9ba4,3.2432
269,Chongqing,324,64,29.820884526607262,101.40255653302324,38,4,1900-03-24 08:19:00,1900-03-24 08:59:00,472762b6965db28d26349dd8dba94a64,2.6602
308,Chongqing,324,2,30.079331885043867,101.51900036805324,1,1,1900-03-24 08:19:00,1900-03-24 14:36:00,7fbaebc309ff50193ffc64327d15ccd4,3.4958
443,Chongqing,324,1,30.15825204763974,101.56617655182414,1,1,1900-03-24 08:20:00,1900-03-24 08:20:00,54ebd3489546ddeed49495a9d3208673,8.6013
516,Chongqing,324,2,29.889445875755076,101.72701686176786,1,1,1900-03-24 08:22:00,1900-03-24 15:52:00,e540214e94c6b4e6d5fdc1b6450d2c21,1.9865
654,Chongqing,324,2,30.97486698023375,103.67388860206486,2,1,1900-03-24 08:23:00,1900-03-24 10:12:00,55d6b5db3f51eedaaab9b91f7df1bc77,9.4125
310,Chongqing,324,6,30.1100488783182,101.4526329550327,2,2,1900-03-24 08:28:00,1900-03-24 14:45:00,4fd65b7efc4d50122969f278823e9449,4.5316
529,Chongqing,324,1,30.111411923127594,101.4740822653451,1,1,1900-03-24 08:28:00,1900-03-24 08:28:00,96d3824690f88b85e7ebc7635a72e650,2.5502
357,Chongqing,324,1,30.11139574374473,101.98184057175936,1,1,1900-03-24 08:28:00,1900-03-24 08:28:00,7addad574b504a9e5523d76b7dcf7b98,6.8207
374,Chongqing,324,2,30.13189178363288,101.57165202943372,1,1,1900-03-24 08:29:00,1900-03-24 08:33:00,ed24c90dfb4b051d177e527cbbae1574,7.4572
289,Chongqing,324,15,30.143222517224206,101.45067299970506,13,3,1900-03-24 08:31:00,1900-03-24 14:41:00,802857a3cf908ba8ca082fb2ec6df75e,6.2714
337,Chongqing,324,5,30.108420484522878,101.57146311807685,3,2,1900-03-24 08:31:00,1900-03-24 14:23:00,ed24c90dfb4b051d177e527cbbae1574,6.8721
463,Chongqing,324,2,30.130532055375504,101.45612830709162,2,1,1900-03-24 08:31:00,1900-03-24 14:40:00,10e41b3d8d8cfa8589af76acdbd0db0a,5.0044
351,Chongqing,324,1,30.128055588381727,101.98179629566009,1,1,1900-03-24 08:31:00,1900-03-24 08:31:00,5d7f5d2c896c5a1ed87726d84e3fdbb9,6.3907
419,Chongqing,324,1,30.130329716509547,101.56076010901361,1,1,1900-03-24 08:33:00,1900-03-24 08:33:00,4ad0c3854659078bd05d720647118cbd,6.4275
369,Chongqing,324,1,30.142568336205937,101.56183749409581,1,1,1900-03-24 08:33:00,1900-03-24 08:33:00,4ad0c3854659078bd05d720647118cbd,7.1894
548,Chongqing,324,1,29.79978800912064,101.53848923108143,1,1,1900-03-24 08:35:00,1900-03-24 08:35:00,33cc1597c75d15803b4548217ec6a63e,13.006
288,Chongqing,324,38,31.08638410311781,104.53822719264805,28,3,1900-03-24 08:36:00,1900-03-24 08:52:00,9b2a3556aa14eb6b813531810d8fe7f4,7.6308
265,Chongqing,324,17,29.851017254553387,101.3791386816543,11,2,1900-03-24 08:37:00,1900-03-24 08:43:00,547c6d0dcb3dc7eefb9b8cd639204eb1,6.4577
255,Chongqing,324,108,30.94455995806207,103.6144058491713,61,7,1900-03-24 08:38:00,1900-03-24 11:55:00,8f81e0dc844ba22d0c2bbf2d7ad77f3f,3.4109
365,Chongqing,324,4,30.149911563105864,101.68939693608914,3,2,1900-03-24 08:38:00,1900-03-24 14:30:00,e4b211a1bdbdabf9e8895c95cab797da,4.1003
396,Chongqing,324,4,31.13087474160185,104.52939139213609,2,1,1900-03-24 08:41:00,1900-03-24 08:42:00,3ce1d4b9440df5d0ad24ef0b6d8bb5cb,8.9034
323,Chongqing,324,6,31.145920619743958,104.59452153416044,4,3,1900-03-24 08:42:00,1900-03-24 08:42:00,3ce1d4b9440df5d0ad24ef0b6d8bb5cb,14.9527
652,Chongqing,324,1,31.15397346849993,104.60818071078485,1,1,1900-03-24 08:42:00,1900-03-24 08:42:00,3ce1d4b9440df5d0ad24ef0b6d8bb5cb,16.5266
306,Chongqing,324,5,31.083842345974137,104.40293147327459,4,3,1900-03-24 08:43:00,1900-03-24 08:43:00,78e84778ecb69efeceb041cc6199de92,5.3188
647,Chongqing,324,1,31.080044966041882,104.41983018449551,1,1,1900-03-24 08:43:00,1900-03-24 08:43:00,787d22cc997e05094a79b8b0372bc72b,3.6834
470,Chongqing,324,1,30.99512011821361,104.08188547747673,1,1,1900-03-24 08:43:00,1900-03-24 08:43:00,782d5f83d053f8cc5576dd78a6e77b6f,37.063
473,Chongqing,324,1,31.031672499587938,104.18346960789906,1,1,1900-03-24 08:43:00,1900-03-24 08:43:00,787d22cc997e05094a79b8b0372bc72b,26.7092
307,Chongqing,324,2,31.076109076066437,104.3421920444277,1,1,1900-03-24 08:44:00,1900-03-24 08:44:00,782d5f83d053f8cc5576dd78a6e77b6f,11.0824
538,Chongqing,324,1,31.067585260602023,104.30899234932602,1,1,1900-03-24 08:44:00,1900-03-24 08:44:00,787d22cc997e05094a79b8b0372bc72b,14.2881
467,Chongqing,324,1,31.070048814954607,104.32472512326618,1,1,1900-03-24 08:44:00,1900-03-24 08:44:00,787d22cc997e05094a79b8b0372bc72b,12.7725
300,Chongqing,324,6,30.275721200516028,101.66265417213079,3,2,1900-03-24 08:45:00,1900-03-24 14:18:00,d773d897a74c348d6b1bbc076b047581,8.9953
287,Chongqing,324,4,30.293533244160038,101.68782513456509,2,1,1900-03-24 08:45:00,1900-03-24 14:18:00,0c032cafea40c06fa6337701caf35607,11.9796
526,Chongqing,324,2,31.089427179816067,104.46872575678799,2,1,1900-03-24 08:45:00,1900-03-24 09:52:00,3ce1d4b9440df5d0ad24ef0b6d8bb5cb,1.5452
620,Chongqing,324,1,31.0870990154116,104.44399017599652,1,1,1900-03-24 08:45:00,1900-03-24 08:45:00,787d22cc997e05094a79b8b0372bc72b,1.6748
392,Chongqing,324,1,30.2906738996596,101.61248935165929,1,1,1900-03-24 08:45:00,1900-03-24 08:45:00,2b199a10d82a27817aa7e7b8ac0639e4,6.4753
275,Chongqing,324,145,29.876899134869287,100.86917710792834,101,7,1900-03-24 08:47:00,1900-03-24 09:46:00,07eea1bcfc4c836533e37f9e84badff0,4.249
