inventory_id,product_id,hub_id,rep_dipan_id,quantity,threshold_limit,last_updated
I00274,P028,W038,6fc2f79f597da33fd54db394a24f27cb,16495,1522,2026-05-03 06:41:38
I00275,P028,W014,1da2b6671eea9f47a8f590f28c969f0e,14488,4768,2026-04-01 00:54:11
I00276,P028,W036,9e915db1e2d19059987386820134b95f,5880,4963,2026-05-06 03:26:24
I00277,P028,W035,085372854583214d1393a223f4e8929b,17296,4997,2026-04-25 05:53:16
I00278,P028,W011,06b8ffad301620933e8d1bfc6b235a51,15591,3760,2026-02-24 20:25:40
I00279,P028,W033,1a9bfae281fdde2ed92d51dc7781ea52,10622,4356,2026-03-26 18:06:41
I00280,P029,W026,98f09a051db855bf4a932f85cc09a4dc,10514,4588,2026-03-25 10:20:44
I00281,P029,W003,2c9b7acff227e2ca8e965dcb18c1d8c1,15281,3238,2026-02-19 18:40:57
I00282,P029,W008,150b0abb6c438faf58cfc760f8d99845,17460,4296,2026-03-15 07:35:18
I00283,P029,W039,0d40e43185af6867ca1af31f3abc3235,9159,4442,2026-04-03 09:28:46
I00284,P029,W024,2a7e0d9ab6d897d7767ed1723b572840,4338,1003,2026-02-12 09:57:03
I00285,P030,W014,1da2b6671eea9f47a8f590f28c969f0e,11926,3102,2026-03-17 19:45:07
I00286,P030,W010,9858afda1629449116e03ce5905b4c3f,3843,1655,2026-01-14 20:59:06
I00287,P030,W044,33d8a132bce9eae67d05a33a63b43fa5,12702,1850,2026-04-11 07:20:33
I00288,P030,W019,3da92cbce751ec513ac61da6abb3b0e7,2191,3446,2026-04-18 03:22:26
I00289,P030,W007,2a0e11a3115546829127eafb3f4c1161,2085,3849,2026-04-15 13:19:58
I00290,P030,W003,2c9b7acff227e2ca8e965dcb18c1d8c1,6183,4035,2026-03-02 04:59:53
I00291,P030,W021,24556ca7ef286e812edeef204a5fc712,621,4758,2026-01-11 03:05:09
I00292,P031,W023,d512a699766e7ea62d9721ba805e00df,13928,2392,2026-02-27 23:18:43
I00293,P031,W017,10b491e0fc5a87ebf031728a39681a5c,14724,2954,2026-04-15 05:50:06
I00294,P031,W003,2c9b7acff227e2ca8e965dcb18c1d8c1,18711,2608,2026-02-28 15:57:45
I00295,P031,W038,6fc2f79f597da33fd54db394a24f27cb,8521,3561,2026-01-10 22:37:20
I00296,P031,W014,1da2b6671eea9f47a8f590f28c969f0e,11715,3253,2026-02-18 16:31:11
I00297,P031,W027,06e5c628c2842f0f9d5e5dc00903eb59,7243,2172,2026-01-10 16:37:28
I00298,P031,W034,63da06b8cd1fd1bdb318d87ebf017a83,18605,3994,2026-05-09 12:06:45
I00299,P031,W036,9e915db1e2d19059987386820134b95f,8966,3745,2026-02-24 16:14:37
I00300,P031,W006,48b4e978986f2126cb4725a7e840cd8e,7507,1789,2026-02-10 12:57:12
I00301,P031,W016,ab9c0e3488106cebda53f7ad5006d900,12378,3915,2026-02-26 18:30:39
I00302,P032,W020,1e0b3306746c0c9facdaf77b96f71bdb,13811,4157,2026-02-10 18:18:59
I00303,P032,W038,6fc2f79f597da33fd54db394a24f27cb,2657,4866,2026-04-29 08:43:54
I00304,P032,W001,2c74e744028ced6482eb767d0e708b7e,9083,1966,2026-05-11 06:20:07
I00305,P032,W006,48b4e978986f2126cb4725a7e840cd8e,5474,2831,2026-02-28 19:47:17
I00306,P032,W011,06b8ffad301620933e8d1bfc6b235a51,17377,3131,2026-04-19 00:37:05
I00307,P033,W017,10b491e0fc5a87ebf031728a39681a5c,17727,4487,2026-01-19 10:53:57
I00308,P033,W011,06b8ffad301620933e8d1bfc6b235a51,2804,2565,2026-05-02 10:04:14
I00309,P033,W045,bd98b257a1587f91404e4e4b4c052f9c,6920,1258,2026-04-11 19:26:06
I00310,P033,W008,150b0abb6c438faf58cfc760f8d99845,1356,2427,2026-02-11 05:22:34
I00311,P033,W009,3bef535785e34d02081d900fdbd757a1,16560,1504,2026-01-02 05:38:52
I00312,P033,W006,48b4e978986f2126cb4725a7e840cd8e,18843,2878,2026-03-24 09:45:33
I00313,P033,W024,2a7e0d9ab6d897d7767ed1723b572840,8133,2362,2026-02-13 02:11:59
I00314,P033,W044,33d8a132bce9eae67d05a33a63b43fa5,4960,1756,2026-04-22 22:09:33
I00315,P034,W026,98f09a051db855bf4a932f85cc09a4dc,16062,2527,2026-01-14 05:15:25
I00316,P034,W019,3da92cbce751ec513ac61da6abb3b0e7,791,2786,2026-04-07 20:58:16
I00317,P034,W003,2c9b7acff227e2ca8e965dcb18c1d8c1,17106,2697,2026-04-10 05:35:47
I00318,P034,W031,0ff29c2995f2bd4386a3d7c158cf1a1a,13948,2830,2026-03-01 21:15:04
I00319,P034,W008,150b0abb6c438faf58cfc760f8d99845,3195,3810,2026-02-18 15:15:56
I00320,P034,W001,2c74e744028ced6482eb767d0e708b7e,6614,4521,2026-04-15 15:16:07
I00321,P035,W037,0549171a96b7fe5606eb67462941608b,14857,4877,2026-02-23 01:37:24
I00322,P035,W005,42b8530b6e9c99d7fbc8b674b1291f9b,13579,2037,2026-04-19 03:18:34
I00323,P035,W001,2c74e744028ced6482eb767d0e708b7e,2331,3501,2026-03-27 15:19:32
I00324,P035,W012,0be8974ac684e2db428161bf142ced02,9033,3405,2026-03-29 00:28:50
I00325,P035,W028,1540c3f87621b18dc4d0ddfc08e876a8,1020,2187,2026-04-12 02:04:38
I00326,P035,W018,000d2d6015b0c82c87ae9ebcca4b4df1,13764,1007,2026-03-28 13:32:24
I00327,P035,W042,7be46d3f77a40a0e2187571a14b4a130,9866,4137,2026-03-22 17:43:31
I00328,P035,W003,2c9b7acff227e2ca8e965dcb18c1d8c1,3704,1566,2026-02-04 00:00:54
I00329,P036,W027,06e5c628c2842f0f9d5e5dc00903eb59,8708,1762,2026-03-14 02:14:48
I00330,P036,W011,06b8ffad301620933e8d1bfc6b235a51,12133,1774,2026-04-23 21:37:21
I00331,P036,W038,6fc2f79f597da33fd54db394a24f27cb,8597,1374,2026-01-09 19:49:09
I00332,P036,W022,8d07525f08cd28bb54e44805dd5d66c7,6156,4106,2026-04-07 12:15:25
I00333,P036,W031,0ff29c2995f2bd4386a3d7c158cf1a1a,15209,2077,2026-05-07 11:06:30
I00334,P036,W003,2c9b7acff227e2ca8e965dcb18c1d8c1,13645,1831,2026-04-26 18:18:25
I00335,P036,W018,000d2d6015b0c82c87ae9ebcca4b4df1,18121,1259,2026-02-12 09:40:14
I00336,P037,W002,10f16f07f31f8ef0533560f4b09bdb6b,8804,4641,2026-01-04 05:49:01
I00337,P037,W001,2c74e744028ced6482eb767d0e708b7e,1087,2224,2026-02-07 12:30:43
I00338,P037,W012,0be8974ac684e2db428161bf142ced02,6333,4977,2026-02-08 18:27:18
I00339,P037,W024,2a7e0d9ab6d897d7767ed1723b572840,2743,1319,2026-04-29 09:42:59
I00340,P037,W004,bd98b257a1587f91404e4e4b4c052f9c,19043,1251,2026-01-03 02:48:03
I00341,P037,W041,22e02f0fec839071e683df791041ba5d,8073,4007,2026-04-27 10:44:12
I00342,P037,W039,0d40e43185af6867ca1af31f3abc3235,16608,2699,2026-05-10 09:50:08
I00343,P037,W037,0549171a96b7fe5606eb67462941608b,13344,2186,2026-05-07 18:29:39
I00344,P037,W027,06e5c628c2842f0f9d5e5dc00903eb59,1708,1120,2026-04-24 11:59:05
I00345,P037,W035,085372854583214d1393a223f4e8929b,15535,1093,2026-01-09 08:48:56
I00346,P037,W042,7be46d3f77a40a0e2187571a14b4a130,10049,2620,2026-01-20 06:34:53
I00347,P038,W013,09b84396125bbf3302f08e6cf5314025,4132,2708,2026-03-23 00:44:46
I00348,P038,W028,1540c3f87621b18dc4d0ddfc08e876a8,12654,1556,2026-01-05 14:06:00
I00349,P038,W026,98f09a051db855bf4a932f85cc09a4dc,11171,2618,2026-01-30 03:16:21
I00350,P038,W046,25edb0e70d1f9802cf578fcb28354f95,13500,1029,2026-01-21 00:35:12
I00351,P038,W011,06b8ffad301620933e8d1bfc6b235a51,1308,3235,2026-02-24 02:28:17
I00352,P038,W021,24556ca7ef286e812edeef204a5fc712,15923,4032,2026-01-14 02:07:08
I00353,P038,W008,150b0abb6c438faf58cfc760f8d99845,19250,4261,2026-01-17 12:15:31
I00354,P038,W023,d512a699766e7ea62d9721ba805e00df,19791,3074,2026-03-09 16:14:09
I00355,P038,W019,3da92cbce751ec513ac61da6abb3b0e7,15895,4430,2026-01-19 13:35:22
I00356,P038,W031,0ff29c2995f2bd4386a3d7c158cf1a1a,16890,2835,2026-05-06 04:07:41
I00357,P038,W014,1da2b6671eea9f47a8f590f28c969f0e,19835,2004,2026-02-02 10:50:28
I00358,P038,W044,33d8a132bce9eae67d05a33a63b43fa5,3455,3006,2026-01-01 10:37:03
I00359,P039,W023,d512a699766e7ea62d9721ba805e00df,18660,3652,2026-01-22 06:49:58
I00360,P039,W019,3da92cbce751ec513ac61da6abb3b0e7,9187,1962,2026-01-14 22:15:03
I00361,P039,W015,5d1b4f62d7fe241097124cc3d59b8fa5,9510,2144,2026-04-02 07:25:32
I00362,P039,W036,9e915db1e2d19059987386820134b95f,10721,2936,2026-02-13 16:13:02
I00363,P039,W030,1e3f747079e56836f44df22c02170bea,17888,2928,2026-03-06 06:30:56
I00364,P039,W045,bd98b257a1587f91404e4e4b4c052f9c,8696,3165,2026-04-27 17:16:33
I00365,P039,W014,1da2b6671eea9f47a8f590f28c969f0e,12549,2730,2026-02-21 13:54:32
I00366,P039,W011,06b8ffad301620933e8d1bfc6b235a51,6942,1532,2026-03-06 23:34:10
I00367,P039,W038,6fc2f79f597da33fd54db394a24f27cb,9609,2315,2026-01-20 07:51:44
I00368,P039,W005,42b8530b6e9c99d7fbc8b674b1291f9b,16893,1339,2026-01-02 04:12:17
I00369,P039,W035,085372854583214d1393a223f4e8929b,6844,2932,2026-04-18 13:11:13
I00370,P039,W029,11b13a59e12405898fb093d408ee9800,4227,3562,2026-03-29 03:53:37
I00371,P040,W010,9858afda1629449116e03ce5905b4c3f,9952,1098,2026-01-08 10:38:06
I00372,P040,W008,150b0abb6c438faf58cfc760f8d99845,14186,1088,2026-03-22 12:07:06
I00373,P040,W031,0ff29c2995f2bd4386a3d7c158cf1a1a,7452,3155,2026-03-31 10:26:15
I00374,P040,W019,3da92cbce751ec513ac61da6abb3b0e7,846,3021,2026-04-09 13:34:10
I00375,P040,W002,10f16f07f31f8ef0533560f4b09bdb6b,9182,1453,2026-01-28 01:43:36
I00376,P040,W046,25edb0e70d1f9802cf578fcb28354f95,5867,1181,2026-04-13 06:51:53
I00377,P040,W023,d512a699766e7ea62d9721ba805e00df,9033,1162,2026-02-22 20:54:00
I00378,P040,W033,1a9bfae281fdde2ed92d51dc7781ea52,2484,2684,2026-01-02 03:40:30
I00379,P040,W037,0549171a96b7fe5606eb67462941608b,883,4226,2026-03-25 05:19:24
I00380,P041,W028,1540c3f87621b18dc4d0ddfc08e876a8,1266,3132,2026-02-13 16:29:39
I00381,P041,W032,8a2ca3537d0576dabe8bc9796af88c73,775,4343,2026-01-20 00:52:36
I00382,P041,W029,11b13a59e12405898fb093d408ee9800,12867,1111,2026-03-21 17:11:40
I00383,P041,W040,060a63afded2f87b26ee43b503fccc04,15296,1260,2026-01-20 10:19:26
I00384,P041,W015,5d1b4f62d7fe241097124cc3d59b8fa5,15444,1560,2026-02-19 04:31:32
I00385,P041,W037,0549171a96b7fe5606eb67462941608b,11424,2730,2026-01-15 15:44:35
I00386,P041,W038,6fc2f79f597da33fd54db394a24f27cb,16988,2037,2026-02-04 21:22:24
I00387,P041,W042,7be46d3f77a40a0e2187571a14b4a130,19961,4902,2026-03-22 11:15:41
I00388,P041,W036,9e915db1e2d19059987386820134b95f,10214,3501,2026-02-05 17:48:08
I00389,P041,W003,2c9b7acff227e2ca8e965dcb18c1d8c1,12412,3708,2026-04-16 11:22:40
I00390,P041,W004,bd98b257a1587f91404e4e4b4c052f9c,18491,4149,2026-04-13 03:33:46
I00391,P041,W008,150b0abb6c438faf58cfc760f8d99845,13402,3246,2026-04-18 23:38:34
I00392,P041,W031,0ff29c2995f2bd4386a3d7c158cf1a1a,17141,1569,2026-04-04 04:29:10
I00393,P042,W001,2c74e744028ced6482eb767d0e708b7e,5221,2419,2026-02-02 13:11:54
I00394,P042,W013,09b84396125bbf3302f08e6cf5314025,3888,2934,2026-03-19 17:16:13
I00395,P042,W025,b37574fbbfaae203d3358ddf43a471e4,17976,2883,2026-03-17 09:49:04
I00396,P042,W046,25edb0e70d1f9802cf578fcb28354f95,5467,2020,2026-03-08 13:23:53
I00397,P042,W042,7be46d3f77a40a0e2187571a14b4a130,7342,3968,2026-03-03 17:27:47
I00398,P042,W008,150b0abb6c438faf58cfc760f8d99845,5848,1952,2026-03-30 19:35:37
I00399,P042,W011,06b8ffad301620933e8d1bfc6b235a51,11906,4133,2026-01-26 13:07:55
I00400,P042,W044,33d8a132bce9eae67d05a33a63b43fa5,4683,3936,2026-01-23 20:46:08
I00401,P042,W033,1a9bfae281fdde2ed92d51dc7781ea52,12116,4173,2026-01-06 09:20:54
I00402,P042,W004,bd98b257a1587f91404e4e4b4c052f9c,17799,2694,2026-02-01 20:29:31
I00403,P042,W022,8d07525f08cd28bb54e44805dd5d66c7,14495,1943,2026-02-10 06:36:29
I00404,P042,W045,bd98b257a1587f91404e4e4b4c052f9c,15416,1656,2026-02-04 20:49:03
I00405,P042,W012,0be8974ac684e2db428161bf142ced02,1636,1807,2026-03-19 05:13:29
I00406,P042,W027,06e5c628c2842f0f9d5e5dc00903eb59,18655,1224,2026-05-12 05:42:38
I00407,P043,W010,9858afda1629449116e03ce5905b4c3f,6676,2706,2026-04-19 16:32:41
I00408,P043,W039,0d40e43185af6867ca1af31f3abc3235,5870,1408,2026-02-27 00:42:49
I00409,P043,W007,2a0e11a3115546829127eafb3f4c1161,4663,2430,2026-02-01 15:14:29
I00410,P043,W021,24556ca7ef286e812edeef204a5fc712,18324,3493,2026-02-28 08:12:59
I00411,P043,W006,48b4e978986f2126cb4725a7e840cd8e,12712,4181,2026-04-05 14:12:42
I00412,P043,W045,bd98b257a1587f91404e4e4b4c052f9c,13186,4721,2026-03-06 03:06:36
I00413,P043,W032,8a2ca3537d0576dabe8bc9796af88c73,3957,4661,2026-02-24 03:09:51
I00414,P043,W028,1540c3f87621b18dc4d0ddfc08e876a8,7964,2114,2026-04-30 05:06:40
I00415,P043,W043,7be46d3f77a40a0e2187571a14b4a130,18750,2722,2026-01-05 10:54:14
I00416,P043,W033,1a9bfae281fdde2ed92d51dc7781ea52,11940,1890,2026-03-11 07:44:52
I00417,P043,W011,06b8ffad301620933e8d1bfc6b235a51,13764,1539,2026-03-04 00:45:54
I00418,P043,W014,1da2b6671eea9f47a8f590f28c969f0e,717,1429,2026-01-31 09:24:05
I00419,P044,W027,06e5c628c2842f0f9d5e5dc00903eb59,19592,2000,2026-01-29 15:26:34
I00420,P044,W011,06b8ffad301620933e8d1bfc6b235a51,3949,1964,2026-02-22 22:12:38
I00421,P044,W044,33d8a132bce9eae67d05a33a63b43fa5,13440,1885,2026-02-06 13:27:18
I00422,P044,W030,1e3f747079e56836f44df22c02170bea,524,1431,2026-04-23 03:59:41
I00423,P044,W008,150b0abb6c438faf58cfc760f8d99845,9445,4149,2026-04-01 00:41:09
I00424,P045,W041,22e02f0fec839071e683df791041ba5d,8282,1463,2026-04-03 23:14:49
I00425,P045,W012,0be8974ac684e2db428161bf142ced02,6941,3086,2026-03-19 23:18:30
I00426,P045,W007,2a0e11a3115546829127eafb3f4c1161,1347,1582,2026-04-03 08:17:06
I00427,P045,W010,9858afda1629449116e03ce5905b4c3f,2502,1490,2026-05-08 15:56:19
I00428,P045,W032,8a2ca3537d0576dabe8bc9796af88c73,12866,1072,2026-04-28 17:52:26
I00429,P045,W011,06b8ffad301620933e8d1bfc6b235a51,19300,1649,2026-03-08 21:23:36
I00430,P045,W027,06e5c628c2842f0f9d5e5dc00903eb59,6972,4510,2026-03-27 18:37:57
I00431,P045,W020,1e0b3306746c0c9facdaf77b96f71bdb,7018,2709,2026-04-24 23:35:14
I00432,P045,W014,1da2b6671eea9f47a8f590f28c969f0e,16666,2635,2026-01-15 18:29:52
I00433,P045,W030,1e3f747079e56836f44df22c02170bea,19753,1006,2026-03-20 13:09:17
I00434,P045,W018,000d2d6015b0c82c87ae9ebcca4b4df1,14867,1951,2026-04-21 13:40:17
I00435,P046,W025,b37574fbbfaae203d3358ddf43a471e4,2601,2540,2026-02-19 02:42:37
I00436,P046,W015,5d1b4f62d7fe241097124cc3d59b8fa5,1885,1084,2026-01-27 13:30:37
I00437,P046,W021,24556ca7ef286e812edeef204a5fc712,12063,3934,2026-01-18 09:56:22
I00438,P046,W037,0549171a96b7fe5606eb67462941608b,18718,2742,2026-03-20 10:20:19
I00439,P046,W046,25edb0e70d1f9802cf578fcb28354f95,6173,2790,2026-01-02 00:35:18
I00440,P046,W036,9e915db1e2d19059987386820134b95f,12301,4276,2026-04-09 07:08:55
I00441,P046,W032,8a2ca3537d0576dabe8bc9796af88c73,8526,3582,2026-04-27 23:43:10
I00442,P046,W019,3da92cbce751ec513ac61da6abb3b0e7,3532,3121,2026-01-18 17:37:30
I00443,P046,W006,48b4e978986f2126cb4725a7e840cd8e,19005,2653,2026-04-06 20:42:29
I00444,P046,W018,000d2d6015b0c82c87ae9ebcca4b4df1,5261,2665,2026-02-23 13:04:15
I00445,P046,W035,085372854583214d1393a223f4e8929b,8695,2014,2026-04-03 18:44:35
I00446,P047,W007,2a0e11a3115546829127eafb3f4c1161,13738,2813,2026-02-27 19:23:24
I00447,P047,W020,1e0b3306746c0c9facdaf77b96f71bdb,2631,3097,2026-01-06 23:07:31
I00448,P047,W038,6fc2f79f597da33fd54db394a24f27cb,11659,2546,2026-03-08 23:44:40
I00449,P047,W041,22e02f0fec839071e683df791041ba5d,17069,2617,2026-01-01 21:48:41
I00450,P047,W021,24556ca7ef286e812edeef204a5fc712,14622,1074,2026-03-07 12:54:59
I00451,P047,W004,bd98b257a1587f91404e4e4b4c052f9c,2700,1730,2026-03-07 23:41:20
I00452,P047,W037,0549171a96b7fe5606eb67462941608b,5660,3555,2026-03-10 00:04:36
I00453,P047,W025,b37574fbbfaae203d3358ddf43a471e4,6788,1892,2026-02-19 22:23:42
I00454,P047,W026,98f09a051db855bf4a932f85cc09a4dc,807,1215,2026-01-10 19:13:22
I00455,P047,W013,09b84396125bbf3302f08e6cf5314025,13647,2246,2026-01-31 07:26:43
I00456,P047,W036,9e915db1e2d19059987386820134b95f,11338,2545,2026-04-11 23:45:37
I00457,P047,W031,0ff29c2995f2bd4386a3d7c158cf1a1a,18864,2078,2026-01-03 04:27:18
I00458,P047,W039,0d40e43185af6867ca1af31f3abc3235,16713,1260,2026-02-25 11:07:47
I00459,P047,W030,1e3f747079e56836f44df22c02170bea,10821,3260,2026-02-28 02:17:28
I00460,P048,W002,10f16f07f31f8ef0533560f4b09bdb6b,8130,2600,2026-04-22 02:05:23
I00461,P048,W044,33d8a132bce9eae67d05a33a63b43fa5,10149,2377,2026-04-18 15:43:35
I00462,P048,W003,2c9b7acff227e2ca8e965dcb18c1d8c1,19273,4547,2026-04-15 22:08:17
I00463,P048,W040,060a63afded2f87b26ee43b503fccc04,9951,3956,2026-03-08 23:07:08
I00464,P048,W013,09b84396125bbf3302f08e6cf5314025,19006,3482,2026-05-03 17:47:24
I00465,P049,W041,22e02f0fec839071e683df791041ba5d,10680,3489,2026-01-28 10:38:12
I00466,P049,W012,0be8974ac684e2db428161bf142ced02,17390,3583,2026-02-18 06:19:09
I00467,P049,W043,7be46d3f77a40a0e2187571a14b4a130,8300,3479,2026-05-05 15:55:12
I00468,P049,W014,1da2b6671eea9f47a8f590f28c969f0e,2949,3862,2026-05-01 10:21:26
I00469,P049,W040,060a63afded2f87b26ee43b503fccc04,10628,4888,2026-01-21 22:01:26
I00470,P050,W043,7be46d3f77a40a0e2187571a14b4a130,15175,4170,2026-05-08 03:04:14
I00471,P050,W045,bd98b257a1587f91404e4e4b4c052f9c,4277,3974,2026-03-27 18:50:31
I00472,P050,W033,1a9bfae281fdde2ed92d51dc7781ea52,8551,3653,2026-02-18 23:07:51
I00473,P050,W014,1da2b6671eea9f47a8f590f28c969f0e,4031,3416,2026-05-11 09:33:57
I00474,P050,W013,09b84396125bbf3302f08e6cf5314025,9709,2895,2026-03-21 13:06:29
I00475,P050,W027,06e5c628c2842f0f9d5e5dc00903eb59,1792,1574,2026-04-07 07:00:15
I00476,P050,W038,6fc2f79f597da33fd54db394a24f27cb,17786,3941,2026-04-16 06:51:02
I00477,P050,W024,2a7e0d9ab6d897d7767ed1723b572840,18790,2984,2026-03-29 09:37:40
I00478,P050,W008,150b0abb6c438faf58cfc760f8d99845,13607,2241,2026-04-04 00:40:58
I00479,P050,W012,0be8974ac684e2db428161bf142ced02,18491,2119,2026-02-16 20:56:34
I00480,P050,W031,0ff29c2995f2bd4386a3d7c158cf1a1a,14959,3831,2026-02-10 07:57:33
I00481,P050,W001,2c74e744028ced6482eb767d0e708b7e,7643,3276,2026-04-04 23:40:34
I00482,P050,W037,0549171a96b7fe5606eb67462941608b,17714,3799,2026-04-27 02:56:57
I00483,P050,W035,085372854583214d1393a223f4e8929b,3609,3712,2026-02-24 23:50:45
I00484,P051,W010,9858afda1629449116e03ce5905b4c3f,12925,1667,2026-04-25 13:35:12
I00485,P051,W017,10b491e0fc5a87ebf031728a39681a5c,745,2854,2026-05-08 14:22:37
I00486,P051,W008,150b0abb6c438faf58cfc760f8d99845,13582,2630,2026-04-06 17:08:36
I00487,P051,W014,1da2b6671eea9f47a8f590f28c969f0e,17848,1206,2026-01-08 11:52:47
I00488,P051,W005,42b8530b6e9c99d7fbc8b674b1291f9b,18418,4626,2026-04-25 01:29:25
I00489,P051,W046,25edb0e70d1f9802cf578fcb28354f95,19453,4148,2026-02-24 21:48:58
I00490,P051,W042,7be46d3f77a40a0e2187571a14b4a130,17641,4667,2026-04-16 21:10:07
